simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	gps_time	geocent_time	geocent_time_ns
5125	1.1750349	-0.11739555	1.9991964	2222.246	79.021621	60.642438	0.20700315	-0.0065044862	1023917328.025208	1023917328	31869650
5127	2.9577099	0.12354437	1.197936	2711.0047	70.665735	20.685451	0.0010681443	0.30406378	1001086922.482039	1001086922	494137526
5129	0.094884091	-0.3609543	1.1688799	4197.7351	86.114186	81.020516	-0.0764865	0.1315442	1023032248.127654	1023032248	135383964
5130	6.0139288	-1.0248964	2.2267421	3216.135	39.835183	25.124039	0.17791069	0.028784014	1006879761.614393	1006879761	598392963
5131	1.0221142	0.60911889	0.65705465	5772.6331	63.972806	57.92998	-0.48579749	-0.13867665	1015829097.102519	1015829097	111876488
5132	4.0613657	1.4415579	0.59135621	10031.291	139.38623	104.90432	-0.20785331	-0.3438956	1011658879.69296	1011658879	703955770
5133	3.7078451	-0.67705914	2.5652148	9882.8453	89.268066	17.155711	0.67676495	0.021248392	1019505492.727909	1019505492	705574632
5135	0.84056735	-0.073887653	2.6783825	9134.2093	47.436909	29.932032	-0.27813211	0.94360307	1001452095.832999	1001452095	818103671
5136	0.69104116	-0.42036543	2.4366181	4183.4885	67.106869	31.088743	-0.15155885	0.010262741	1000680915.430901	1000680915	413484335
5137	6.2432534	-0.17343619	2.4066708	2371.2075	18.07083	17.754071	-0.067714471	-0.08682608	1028025873.481668	1028025873	490489364
5138	5.236917	0.84923673	2.1052533	472.13609	34.630642	29.569971	0.46572346	-0.15601179	1028766162.679868	1028766162	692979336
5139	0.31327907	-1.0275079	2.946245	14424.24	109.89666	67.442294	-0.25836547	0.62441158	1011273540.261519	1011273540	243910193
5140	5.7079042	-1.0109189	2.6446067	4023.5071	76.751651	42.183714	-0.47987952	-0.12726319	1024695882.706551	1024695882	686871290
5141	4.508411	0.52791258	1.0539813	9130.1609	139.09868	74.951123	0.044795899	-0.27381539	1014974928.297294	1014974928	313734770
5142	4.1819044	-0.36360438	1.9400577	2511.2515	37.024282	34.490946	-0.41190491	-0.25964147	1027211628.196157	1027211628	198335171
5143	1.5387885	0.9687065	2.1309482	4220.4888	106.76816	77.950887	0.32957585	0.034715272	1003386410.122844	1003386410	138831854
5144	0.20164841	1.1069524	1.2516111	3821.7311	81.919122	40.49044	-0.2201495	-0.16496513	1030400678.976499	1030400678	985322833
5145	3.2190497	-0.41759348	0.82870811	7381.9774	46.184431	28.423993	0.26706456	-0.39083532	1030618152.881945	1030618152	868776321
5146	4.5967324	-1.1987779	2.5225362	1286.8068	33.731242	27.845665	-0.91513069	0.32189501	1006127768.872031	1006127768	860104561
5147	2.5009121	0.25846153	1.4138631	2574.953	33.341095	26.000331	-0.49062314	0.5194793	1027015583.859015	1027015583	874838233
5150	2.6032362	-0.56929442	2.1869053	3304.351	39.877081	16.089795	0.11034244	-0.54549873	1012582344.854967	1012582344	840612650
5151	3.3849035	0.09203142	2.3694259	2833.8101	15.059256	14.750907	0.10383495	0.16726113	1012784262.055495	1012784262	49256682
5152	1.4720627	0.74758208	2.2901474	3063.5979	75.541183	58.633635	-0.25672696	0.64954714	1027962520.910889	1027962520	932260394
5153	6.258608	0.0023787041	2.564348	12699.68	189.66469	47.09268	0.61564408	-0.034919656	1027764388.615512	1027764388	630498648
5154	3.6017512	-0.49826977	1.6330544	3039.3196	31.950753	30.189271	-0.07143484	-0.6838892	1026476338.776215	1026476338	753533721
5155	4.0350595	-0.80003119	2.843657	9033.1242	122.38719	53.313567	-0.36477985	0.11489744	1016581494.763322	1016581494	745017886
5156	5.0292793	-0.029626562	0.58096898	1903.7243	42.621111	21.688791	0.011829179	-0.79945669	1021688655.831132	1021688655	825502872
5157	2.1748663	-1.2893729	0.37847956	1901.3162	49.843987	18.255908	0.018183561	0.043165211	1019763799.899643	1019763799	884410143
5158	1.153141	-0.68742532	0.77734171	2923.2791	36.169581	23.002331	0.39934633	0.4228296	1018253081.684437	1018253081	664761543
5159	3.6628555	-0.17794546	2.5140687	1775.039	37.505928	16.136583	0.95416279	0.027663098	1003542837.990461	1003542837	996475458
5160	2.5449347	0.56025897	0.23722869	5456.1527	68.968008	20.644072	-0.084512749	0.50499276	1014176487.650456	1014176487	665776372
5161	6.2690927	0.92823271	2.0985836	2997.2724	25.459054	18.542894	0.34531753	0.35128046	1019305326.448233	1019305326	461890578
5162	4.3725423	0.60322899	0.17555773	2299.1123	31.894785	17.977658	0.47738016	-0.13059578	1015802975.248037	1015802975	246117711
5163	6.1019855	-0.38231873	1.2766821	7444.3413	59.345224	55.427328	0.50100426	0.066226789	1011430545.447803	1011430545	426564932
5165	5.2539691	-0.21449669	0.97626	13776.309	112.69715	111.88313	0.10890746	-0.16414724	1001433837.665324	1001433837	646731138
5166	3.0127495	-0.92623962	0.32655481	4589.4789	52.864172	43.64872	-0.59203008	0.30990212	1005942690.627728	1005942690	614705324
5167	2.6575793	-1.00295	0.86646157	6625.5171	72.255002	67.558536	-0.45967945	0.036470875	1018291101.96882	1018291101	950519323
5171	0.74474914	-1.0706378	1.117341	6962.2369	84.2567	80.883377	0.3060888	0.23013145	1017399709.204424	1017399709	188605309
5172	4.6069029	-0.25667519	2.3516191	564.41974	27.565939	20.788222	-0.14833202	0.14976523	1024063384.290626	1024063384	282178521
5173	3.1437529	1.1249094	1.1120768	1315.1974	37.099439	28.558972	-0.15681121	0.12811667	1021040574.118042	1021040574	132179022
5174	3.341039	-1.2039693	2.0229882	726.99419	27.881789	13.104945	-0.68420036	-0.10195347	1005361330.236328	1005361330	219586015
5175	0.76482285	-1.2956271	1.1179636	8763.9135	79.678398	65.277697	-0.2219412	0.68762801	1008157534.752561	1008157534	734352469
5176	2.7693239	0.013908631	2.4104439	3881.1399	71.445181	32.611253	-0.43974698	0.19681352	1000315367.986604	1000315367	997738242
5177	2.5425543	-0.60499594	1.1928627	5800.3958	58.92613	46.900447	-0.34793593	-0.11455059	1018468888.454208	1018468888	448362827
5178	2.0287095	0.0269025	2.8663648	5169.2778	48.485677	41.385393	0.308849	-0.88845408	1002478105.589052	1002478105	597211957
5179	6.2482729	-0.79590582	1.5729718	8796.8639	97.446423	94.31214	0.83258952	0.038226433	1030384749.746545	1030384749	730330467
5180	3.4619775	1.305764	2.603165	13363.623	30.009493	24.36574	-0.86605467	0.41282532	1028961472.220825	1028961472	229222655
5181	3.0654641	-0.57449428	2.0055408	1155.6589	34.262827	15.212898	0.3223215	0.16739499	1025225979.424619	1025225979	419111013
5182	3.9640865	0.6036614	0.85244553	4482.9541	17.156575	15.669011	-0.22878239	-0.071119267	1026611736.522964	1026611736	539921522
5185	2.3884722	-1.0943526	2.5981973	1828.5724	32.817902	26.201937	0.18820784	0.67731468	1019415470.662464	1019415470	650831580
5186	2.1321256	0.018840808	0.63724319	2739.3365	63.905038	10.470806	0.54312474	-0.21027239	1011604810.900181	1011604810	904459119
5188	2.1129814	-0.23359408	0.80588731	2121.5383	35.907327	14.104996	0.0061878313	-0.13366598	1026214725.826662	1026214725	822655439
5189	3.6762876	0.21882083	1.9034872	2273.2893	89.810084	50.36483	0.024527506	0.0058749305	1021620187.901074	1021620187	916082621
5190	0.28389429	0.61047517	2.613768	10154.205	32.410252	29.190823	0.27878069	0.0016701953	1014403678.356939	1014403678	367689490
5191	1.7964688	-1.3151663	0.58670953	7385.6597	33.974602	33.532768	0.052124987	0.95924408	1025429504.14502	1025429504	131796479
5192	4.7367901	-0.57075512	2.7147084	2581.7648	35.341954	22.183908	0.21831126	-0.41486923	1006980321.898913	1006980321	903337121
5193	0.47642039	0.9049001	3.0942017	4561.1739	80.602625	42.259255	-0.05634678	-0.053251198	1009413837.120172	1009413837	138392448
5194	5.8785928	-0.46400361	0.39280467	5253.2976	40.270006	40.125895	-0.020754311	0.0883515	1016120078.942173	1016120078	946551204
5195	1.7031932	0.53814787	1.2148098	2761.951	43.942839	42.308753	-0.069506657	-0.08769429	1019775277.222535	1019775277	240807295
5196	0.70808005	0.34759272	2.0767867	5195.258	66.148338	27.442174	-0.26321487	-0.22554288	1004602298.24353	1004602298	258223772
5197	3.2988785	1.3305337	1.1965313	3624.2702	65.55282	55.11172	-0.047655842	0.19721855	1030442843.739857	1030442843	751691580
5198	0.93390343	-0.07488201	0.75395173	1049.3557	79.59126	56.848787	-0.50450936	-0.17991648	1030093729.798595	1030093729	811574578
5199	6.2303243	0.54881127	2.596975	4133.7046	34.744238	26.98081	0.038160334	-0.076641157	1007582451.478791	1007582451	486024976
5200	1.3206148	0.75927838	0.70920684	4717.4895	55.071081	37.137618	-0.037727709	0.024740176	1011573940.480833	1011573940	498591423
5201	0.35848737	-0.68933585	0.75866134	8287.1054	57.654441	53.410678	0.021346695	-0.72318329	1007325568.458085	1007325568	437034607
5202	3.3892249	-0.7644786	2.2524647	2745.3103	34.815554	29.983405	0.18354948	-0.21624869	1009546174.493164	1009546174	487748623
5203	0.96452798	-0.25181844	2.6352412	2011.9757	28.640043	20.658321	0.70365963	0.0792019	1023863270.084567	1023863270	69164157
5204	2.0383031	-0.16827874	1.0083278	12512.267	48.719427	29.335594	0.17617414	-0.018768163	1012668377.849519	1012668377	841883540
5205	3.1637361	-0.26082402	1.5578195	5595.8118	39.676236	37.442853	0.300914	0.56198258	1011409863.494025	1011409863	475712657
5207	4.614081	-1.1338298	0.37382524	5175.1345	15.077269	12.107338	-0.12553175	0.094855442	1023390808.509731	1023390808	490684032
5209	1.3690121	-0.25031908	1.4846263	3021.5875	36.921214	18.522376	0.0095931334	-0.611676	1009819014.725027	1009819014	709046364
5210	4.8053657	-0.46832783	0.62022444	7599.0259	62.767036	56.856863	0.23860431	-0.29628003	1001461206.174757	1001461206	178595185
5211	2.3983716	-1.1300214	0.48794522	4985.6126	61.732164	42.568039	-0.14845308	0.27252387	1028877977.099519	1028877977	80678701
5212	5.0604093	-0.72667561	1.1988554	3438.0517	17.35284	11.441108	-0.18150546	-0.14826385	1013044613.306529	1013044613	286114335
5213	6.2336257	-1.4305746	2.4800218	1724.7096	15.704402	14.337862	-0.27766252	-0.3183467	1019396348.416414	1019396348	406030893
5215	1.2443474	0.54190072	2.1771676	1832.1426	87.269092	64.558385	-0.14518611	-0.055929573	1010938539.473877	1010938539	469900608
5216	0.59568404	-0.3926186	2.4766206	15207.088	222.81946	78.481046	0.20876118	-0.23818413	1018774093.280084	1018774093	260185003
5217	2.8141192	0.08158473	1.2039254	4718.9429	39.948256	37.789896	0.54746183	-0.38489571	1008752868.046178	1008752868	62676430
5218	2.8546121	-0.56592087	0.65993679	6461.891	62.543985	45.257912	0.15564293	-0.017892592	1008454655.165512	1008454655	148026586
5219	6.1044748	0.15940014	0.6796066	2580.9339	34.180586	23.516842	-0.207989	0.57568607	1003897973.736681	1003897973	754374981
5221	2.7107248	-0.61515977	0.92914132	3607.2427	30.474714	17.442954	-0.61532038	0.72444723	1024642770.512402	1024642770	496399283
5222	1.884582	0.4896471	2.4188439	5015.5095	40.378495	33.594441	0.75883877	-0.10004938	1004576515.608642	1004576515	608147264
5223	5.7813977	-0.09528172	0.53865931	12511.087	75.1809	34.426732	0.018110802	0.34659749	1001685445.440533	1001685445	432245851
5224	0.60901783	-1.2866437	2.6480909	1456.1024	9.0904577	9.0485871	-0.18888017	-0.0096244909	1013769762.477739	1013769762	461665869
5225	5.3411659	0.22100304	0.63673239	5871.8633	18.988498	13.721084	0.28547772	-0.42279637	1021931615.530655	1021931615	527995586
5226	2.985133	-1.0916438	2.8721483	4489.0817	34.846389	33.396898	-0.78461417	-0.62006412	1012414104.374024	1012414104	357769370
5228	1.8582016	0.82943612	0.52248929	1049.363	21.360457	17.891559	-0.33468234	0.172922	1000178375.937639	1000178375	945317864
5229	5.4234106	0.43823873	3.0107802	9452.0454	57.641123	33.773061	-0.14886067	0.41012029	1007678646.524755	1007678646	545340896
5230	4.5356577	0.33201441	2.4933788	9100.7491	66.059517	34.825053	0.20866003	-0.012737871	1029790673.074541	1029790673	78734756
5231	3.3347202	0.20491672	0.6149852	3522.6679	37.941099	27.044065	-0.18574746	-0.012154538	1023173995.922096	1023173995	930912614
5232	3.5220166	-1.1940759	1.4404264	4071.0177	68.143153	68.13067	0.70866126	-0.56974411	1029664681.64316	1029664681	628985167
5233	5.9174414	0.61178435	0.80749018	10491.612	47.917489	35.690212	-0.038651224	0.17727323	1016481211.504247	1016481211	524392843
5235	1.670462	-0.4497059	0.21499069	5802.4199	31.252439	26.832826	0.12384046	0.19627689	1010434051.399677	1010434051	390671492
5236	0.92133659	0.95598908	0.9316266	9486.9394	33.721646	31.659984	0.0013911215	0.35057182	1021650481.338782	1021650481	350475669
5238	3.7105077	-0.56502901	2.3693121	3836.9457	43.640956	31.789742	-0.34334881	0.59335312	1001441780.27997	1001441780	281085968
5239	1.7768726	0.43465058	0.27407955	4890.2307	25.130588	20.675247	0.059191607	-0.2365349	1020824993.267786	1020824993	268938899
5240	2.0872232	0.071357949	2.8794485	1008.1539	11.463785	9.2264362	-0.56339995	-0.098006806	1023742075.47329	1023742075	489475250
5241	5.1102305	0.23192534	1.6750712	1607.648	34.140973	16.13108	-0.12813324	-0.12624853	1013961362.357802	1013961362	376579762
5242	0.23656081	-0.078929654	2.339771	4761.553	24.485947	19.260303	-0.0017286489	0.039592931	1009580785.841309	1009580785	845949769
5243	0.94745486	0.55132029	2.2291099	1194.7904	32.551176	20.144577	0.0014025936	0.064626486	1013142520.35804	1013142520	373956680
5244	5.8254149	0.65010772	1.4272195	2456.7718	14.712687	14.218089	-0.23551844	0.085276034	1014612686.658991	1014612686	655682445
5245	6.1921305	0.20278499	1.0783425	3312.1413	29.442161	25.514293	0.091426627	-0.0061100947	1006820567.662434	1006820567	678727269
5246	2.0624397	0.085925776	1.6909595	1178.9465	15.758559	12.798749	-0.47599229	0.1176373	1029574018.829024	1029574018	824229121
5248	5.9815404	-0.58229923	0.5127016	5999.5497	19.322933	12.703362	-0.03566354	-0.14801113	1007735383.514807	1007735383	504486561
5249	0.314227	0.45961484	0.87652574	6472.4976	20.113997	19.247202	-0.40570405	0.040720211	1007516353.149915	1007516353	169396520
5250	6.1549862	-0.71003616	2.1864899	3333.5937	25.755783	24.891628	0.40748496	-0.74265863	1011054026.460216	1011054026	442965865
5251	4.201206	0.64806657	1.217296	1674.2557	15.882856	12.338021	-0.02229045	0.93701126	1004976439.419162	1004976439	435573816
5253	1.1969891	0.36840481	0.41280889	4644.0238	36.259831	22.058489	0.78178945	0.56084791	1016324249.392799	1016324249	411729217
5254	5.9271722	0.46054101	2.471209	7227.7774	15.336572	13.722491	0.13530493	0.43284926	1026381205.795405	1026381205	810833335
5256	0.59811505	1.1706298	2.9322805	10409.391	86.357023	75.491263	-0.098742176	-0.10688188	1010361499.049006	1010361499	66127777
5259	5.2005548	-0.97425329	2.4948233	5243.252	93.813291	53.119329	0.071569733	-0.046366004	1029322156.711195	1029322156	699123979
5260	5.1480484	-1.2152664	0.55441735	9815.1348	65.497136	61.091018	-0.4577797	-0.70998826	1031194371.176994	1031194371	165847659
5261	0.66573733	-0.92492278	1.4139823	4236.7237	70.02843	40.706494	-0.071486358	0.074601922	1000914239.397706	1000914239	385614157
5262	2.918421	0.46832858	0.42972754	10408.612	137.1875	39.110813	-0.23656293	0.11532141	1008586059.966938	1008586059	982349992
5263	4.050861	0.72179103	1.9267422	1523.8838	23.036413	19.704593	-0.0047259561	-0.22390456	1012059814.598222	1012059814	617286444
5265	2.4707031	-0.64564636	1.1665638	4647.0944	36.286639	21.553044	0.09913701	0.31701519	1022155271.886854	1022155271	866844773
5266	3.228918	-0.47523871	1.1833163	5283.7558	51.285372	28.601645	-0.089032126	0.36672344	1011482857.341685	1011482857	321828127
5267	3.8058832	0.18699983	2.7027493	5082.2765	35.377321	19.554941	-0.075438768	0.28393191	1001411576.783478	1001411576	774161816
5268	3.464056	-1.1876345	2.9898343	6518.1306	50.578234	42.02933	0.38170955	-0.030369492	1030919246.365179	1030919246	355046868
5269	1.7540052	1.3081071	0.80674722	11180.437	58.719304	39.661308	0.36180612	0.015376439	1015436246.937736	1015436246	946828246
5271	0.7331064	-1.0594822	1.2648961	7141.2053	59.251996	56.041149	-0.0077632877	0.219135	1007067441.413526	1007067441	388240933
5273	3.0853775	1.247256	2.1152546	14472.494	61.269313	51.21507	0.42434401	0.033922529	1022051975.401842	1022051975	418626070
5275	1.6200757	-0.46257357	1.4262247	2366.5571	33.091084	29.506097	0.17324726	0.85578854	1024337272.950563	1024337272	947900534
5276	2.3301557	0.52020256	2.1976735	7031.1368	54.166646	24.528395	-0.13682059	0.81971608	1023742621.046851	1023742621	66369176
5277	3.0502448	-0.089373131	1.1902806	9694.0715	130.5989	86.511776	-0.14463019	0.062231842	1017631740.050991	1017631740	59837937
5278	2.9450355	-0.88977341	1.9941641	1704.458	12.737227	9.914302	0.72687338	0.11347573	1019516510.186958	1019516510	181078792
5279	4.6399134	-0.60795789	1.3515242	1983.7776	11.836559	9.2129108	-0.69646258	-0.15588076	1021585871.549483	1021585871	529209137
5280	5.228702	0.1510783	2.5564555	5649.583	71.619777	63.332225	0.60762537	-0.28501562	1018103745.774369	1018103745	790516973
5281	1.7009045	1.1069515	1.838666	1906.2611	32.243079	32.19886	0.45220048	-0.12737536	1016114501.004826	1016114501	17541766
5282	1.7478357	-0.28615787	2.7716086	4286.7161	28.462884	16.744943	-0.63732949	0.076504915	1019107995.848027	1019107995	843478680
5283	3.1472773	0.2820551	0.8665402	6330.4681	77.769459	48.744346	-0.29709775	-0.62522883	1008547103.974338	1008547103	963750124
5285	3.3173462	0.18580454	0.91561989	2689.6081	17.125011	12.243275	-0.18493115	0.25837118	1003938025.238126	1003938025	254714012
5286	2.7563908	0.85389304	2.5223556	2585.1701	23.012952	20.344325	-0.49357663	0.38327218	1022638206.113902	1022638206	134727359
5287	1.9350037	-1.2405359	2.3272706	7416.7486	101.16079	62.206551	0.30304072	-0.1194935	1009656273.077704	1009656273	61272144
5288	4.68202	0.39930008	2.0554548	4044.8798	112.56049	79.744723	0.50860401	0.45935942	1028164672.162552	1028164672	172989488
5289	1.4351262	0.019805813	1.6612708	2986.1891	55.932017	31.041131	-0.072541889	0.025654719	1001455248.083195	1001455248	66881895
5290	0.77827162	-1.053246	0.75163728	7818.8198	79.481004	38.297573	-0.42250544	0.57456385	1029040286.686774	1029040286	671064377
5291	3.8930946	1.0587712	1.0709939	1149.05	8.7697573	8.0549328	0.13272914	-0.18167225	1015447482.531974	1015447482	537999392
5292	5.5433115	-0.81866373	0.58823865	1633.4239	29.190445	16.590407	-0.24528506	-0.048166843	1030559624.657055	1030559624	636897445
5293	6.1495755	-1.1547325	2.0261023	586.36198	9.2948952	7.3949367	0.012310656	0.11216453	1009556989.581242	1009556989	570021033
5294	4.3801573	-0.055419033	1.350546	2265.0929	46.714989	36.128453	0.017744242	0.62144944	1015633592.009971	1015633591	996083736
5295	0.64817937	0.088647961	2.7388454	12533.914	69.008367	35.695627	0.054420763	0.26504747	1031003932.069382	1031003932	54625988
5296	0.5132051	-1.1666527	1.2455704	1514.7127	15.485112	15.141139	-0.23386386	-0.25546903	1006257722.391477	1006257722	377255917
5298	5.8845097	1.1232085	1.9059116	712.1583	15.623714	15.474591	-0.31241605	0.1255336	1029588615.077431	1029588615	91127872
5299	1.118021	-0.23780935	3.0615044	2815.2431	29.536596	11.923298	0.36509149	0.11813512	1003852796.598827	1003852796	587900519
5300	1.8737144	0.78458509	0.84146744	6651.3153	57.407796	53.630208	-0.42611783	0.25466516	1002480675.909005	1002480675	919273138
5301	3.3903664	-0.52777188	2.4987637	1141.6981	13.093446	11.473694	-0.046578884	0.038374678	1015029056.338233	1015029056	322953343
5302	0.82927417	-0.96210475	1.1591013	827.40494	17.203412	12.247202	-0.36191979	-0.079940855	1016861104.421265	1016861104	407402992
5303	1.6874172	-1.1010242	2.5417531	4465.344	88.803197	27.195033	-0.51899363	-0.14993141	1008727531.18522	1008727531	173920155
5304	6.2036477	-1.5409257	1.1059406	1208.1322	46.520707	31.454048	-0.015353592	-0.080112697	1017109068.511152	1017109068	497530818
5307	5.5000241	-0.26683155	1.099345	6917.0353	99.736759	37.803367	-0.54163126	-0.59522627	1015993311.409494	1015993311	390077710
5308	1.7494671	0.92857477	2.3275248	2824.1456	12.143507	10.598824	0.35319973	0.038468792	1010808979.96488	1010808979	983641028
5309	3.5848575	-0.35820755	0.49563232	5410.6968	63.157709	58.488479	0.34734806	0.061734883	1015981562.523226	1015981562	511345983
5311	5.6814124	-0.7105586	2.342342	2194.6725	16.051175	8.8021506	0.65568532	-0.42066602	1029728075.262808	1029728075	262684226
5312	4.9466045	-0.26352816	0.81556483	5907.2787	34.384957	29.898801	0.13465509	-0.019660002	1017976198.952536	1017976198	940095186
5314	3.9265985	-0.64938022	0.87904507	10626.6	72.880004	56.959824	-0.13399874	0.036999894	1010897549.543185	1010897549	532902479
5315	0.17083183	0.65312736	2.0335833	11484.136	68.983379	64.450441	0.47153707	0.028556757	1022928391.393941	1022928391	403777599
5316	1.1831253	-0.24814525	1.0801851	5313.4054	65.132924	42.933062	-0.17792124	-0.048510648	1008789592.526021	1008789592	511916637
5317	5.5327467	0.090660944	2.8739402	1172.7083	13.050162	10.700737	0.46923581	-0.22733626	1021475291.101773	1021475291	113451362
5318	3.8505201	0.47599897	2.51222	3828.1408	13.550478	10.659804	0.21168039	0.047104698	1027996175.880836	1027996175	901958942
5320	0.14310433	0.27680258	2.4783013	1705.7737	11.692885	8.8743081	-0.64895281	-0.26822021	1017265671.455098	1017265671	467216969
5321	2.4793188	0.029047066	2.3259207	13458.913	104.38477	69.189301	0.22600448	-0.75396223	1030304553.527137	1030304553	540720105
5322	3.0180021	0.31938953	0.50643857	5020.9934	37.12447	35.704796	0.044026514	0.71305436	1029952351.584732	1029952351	602842569
5323	0.38346129	0.0080317448	1.6858425	3904.9834	11.944074	11.270801	-0.01130827	0.44035122	1023689588.457801	1023689588	449889183
5324	3.033333	0.16003347	0.75012196	6406.3807	35.412787	33.373669	0.32297263	0.33983247	1005092404.084555	1005092404	76001048
5325	4.9432536	0.6688388	0.54080636	1408.0864	17.25959	14.322787	0.47950703	-0.54752716	1013487744.674766	1013487744	672553897
5326	4.7454451	-0.53969576	2.2834303	9378.3114	87.717539	83.135901	0.045814446	-0.0087182744	1008244910.171482	1008244910	155566812
5327	5.5834377	-0.21186195	1.9346787	1088.883	13.443099	10.976686	0.061882059	0.62500803	1015532448.058649	1015532448	65436959
5329	5.3632272	0.38924623	1.8990295	4097.3255	44.05561	18.716351	0.34493437	0.045173953	1024309995.771568	1024309995	790178657
5331	0.29770036	0.52198149	0.78281731	4594.8175	39.158222	29.162803	-0.54975818	0.0045172939	1004593660.546512	1004593660	563994169
5332	0.56929456	0.29965853	0.7800333	4922.4395	47.848588	23.645674	-0.31140261	0.1267041	1028839357.979798	1028839357	973289847
5333	0.8967885	1.1189491	2.1171196	3891.9199	62.245123	50.1442	-0.33430637	0.43705425	1030322353.596135	1030322353	609998941
5334	2.9554294	0.062877325	2.0713341	3593.0356	73.170521	52.877936	-0.80339015	0.64389465	1029667244.586117	1029667244	574137568
5337	6.2252537	0.2319841	0.8062408	8417.1103	80.103097	76.078956	-0.60990259	0.2515771	1007731164.896635	1007731164	884094834
5338	4.6356273	0.23257042	2.6839275	11345.932	50.799041	28.596935	0.50853116	0.05303729	1024547676.260971	1024547676	278049350
5339	3.7150732	0.10753077	2.2673162	1322.074	17.559697	12.836142	0.27716015	-0.63796775	1010858471.600586	1010858471	610812426
5340	3.0678856	0.34997732	0.83736138	7248.9632	89.889965	71.829875	-0.064478678	0.0046200056	1022215786.466172	1022215786	480911613
5341	6.0708624	-0.19085091	1.609308	1699.4973	17.923877	10.572355	0.71996445	0.32477153	1022856125.569499	1022856125	572210193
5342	3.0736405	0.34687221	0.37349138	3768.4	39.436352	22.477356	0.20943239	-0.69997039	1021690973.809847	1021690973	829800487
5343	3.2586286	0.014007835	0.56104722	4016.5735	51.871744	48.037087	0.14091714	0.070072166	1016328698.977513	1016328698	986633420
5344	5.1247684	0.17624572	0.84276849	5939.6638	80.003577	48.086578	0.44858917	-0.10074793	1016692957.370207	1016692957	370808482
5345	5.4387666	-1.170903	1.0036996	12916.519	117.47886	104.63552	0.61788878	0.58003665	1017653800.830309	1017653800	817858934
5348	0.43412815	-0.98224839	0.92367886	4937.9192	73.451147	47.155393	-0.52873017	-0.44785971	1021941291.946873	1021941291	929976225
5350	5.4728014	-0.3517807	2.7047093	9956.458	25.328344	24.355587	0.03433764	0.3350617	1028669108.772654	1028669108	765538931
5351	4.9059613	1.2268127	2.750231	8734.3703	53.100585	14.579171	0.37828249	0.34626429	1002403641.403891	1002403641	415981531
5352	0.70686486	-0.26958573	1.6165151	1336.5376	28.058886	24.979949	-0.39264806	0.025958962	1024168035.208578	1024168035	209868431
5353	6.0393427	-0.5612013	0.41422339	3768.1553	15.257446	11.13748	-0.22685547	-0.047891467	1014799881.388874	1014799881	369534850
5354	4.9082745	-1.3324373	1.5164054	453.51749	16.445702	11.887667	0.16033258	0.19366956	1022957769.143511	1022957769	127685428
5355	0.40081716	0.39684707	0.99575787	1170.4197	12.419641	8.0086074	-0.091014395	0.23285318	1001186695.435248	1001186695	425679684
5356	5.6977947	0.17546265	1.0428735	7815.0622	102.77937	68.466908	-0.091837728	-0.024773125	1010709629.914346	1010709629	924458504
5357	6.0483553	0.46803034	2.8553769	943.17477	18.495508	17.670674	-0.10528818	-0.076171032	1006746258.165459	1006746258	182980537
5359	0.10602435	0.18176159	0.64589245	4613.9359	92.16898	72.06272	0.35490159	-0.11423877	1023151952.743104	1023151952	756400466
5360	0.11633307	-0.34097693	1.0732869	5518.2614	112.38666	96.038517	-0.087386304	0.37200874	1025060046.715154	1025060046	699086547
5363	1.2191976	0.38343202	0.8755785	5893.3429	105.45674	75.578208	-0.58002476	0.53960292	1031309153.163589	1031309153	182279706
5364	3.6453622	-1.1648861	0.39865259	1600.3839	14.45068	9.7126376	0.3268035	-0.44545533	1018935656.936103	1018935656	929202080
5365	3.9911893	-0.67453481	2.3237527	2797.4855	28.599397	13.375072	0.065606164	-0.078377792	1001531810.734058	1001531810	731756568
5366	1.9665383	-0.19790748	0.45252982	9469.7559	57.039272	35.062254	-0.23408843	-0.089306937	1022615379.291664	1022615379	303780079
5368	5.9376634	0.27805555	0.63600653	1317.8018	16.671532	9.2345784	-0.39465377	0.028926966	1022790032.881117	1022790032	880881071
5369	1.1449592	1.3689636	1.0838028	2019.9407	59.449451	23.59172	0.33009394	-0.42428105	1002999743.66604	1002999743	677218676
5370	0.71117436	-0.1151245	2.3402497	7298.0931	59.291128	48.867225	-0.4460883	0.28472853	1003991754.058578	1003991754	68486333
5371	4.8508858	0.2326142	2.1490079	6393.2228	22.74367	20.262264	-0.73649225	-0.0355493	1020237998.915261	1020237998	933210373
5372	1.7727722	0.2668725	2.3989103	7042.7269	52.009006	48.737345	-0.16855894	0.2489858	1030689634.673311	1030689634	675714016
5373	1.2071063	0.24375541	0.12085572	1133.0594	25.610892	20.484265	0.073148739	-0.0031109812	1026001598.168522	1026001598	168371916
5374	0.10213839	-0.43171462	2.191071	9217.1065	63.355485	55.425119	0.088001379	0.48331577	1019020582.686195	1019020582	669000864
5375	1.3676128	0.38317766	1.4251644	923.00953	11.464192	8.016274	0.51637893	0.4238124	1013522235.118839	1013522235	107403994
5376	2.369616	-0.8176021	0.70498942	5927.2276	56.586113	51.765874	-0.83901198	0.10284621	1007977470.865287	1007977470	865351439
5379	1.6428832	1.0394928	2.8073845	2295.2261	42.158838	40.886181	0.017326721	0.037947127	1030122405.03313	1030122405	51133871
